Date,IBM,APPL,AMZN,Close
2014/8/26,192.990005,100.889999,341.829987,200.330002
2014/8/27,192.25,102.129997,343.179993,200.25
2014/8/28,192,102.25,340.019989,200.139999
2014/8/29,192.300003,102.5,339.040009,200.710007
2014/9/2,191.559998,103.300003,342.380005,200.610001
2014/9/3,191.949997,98.940002,339,200.5
2014/9/4,190.679993,98.120003,345.950012,200.210007
2014/9/5,191.199997,98.970001,346.380005,201.110001
2014/9/8,190.139999,98.360001,342.339996,200.589996
2014/9/9,189.990005,97.989998,329.75,199.320007
2014/9/10,191.539993,101,331.329987,200.070007
2014/9/11,191.720001,101.43,330.519989,200.300003
2014/9/12,191.279999,101.660004,331.190002,199.130005
2014/9/15,191.809998,101.629997,323.890015,198.979996
2014/9/16,192.960007,100.860001,327.76001,200.479996
2014/9/17,192.800003,101.580002,324,200.75
2014/9/18,193.75,101.790001,325,201.820007
2014/9/19,194,100.959999,331.320007,200.699997
2014/9/22,193.110001,101.059998,324.5,199.149994
2014/9/23,191.619995,102.639999,323.630005,198.009995
2014/9/24,192.309998,101.75,328.209991,199.559998
2014/9/25,189.009995,97.870003,321.929993,196.339996
2014/9/26,190.059998,100.75,323.209991,197.899994
2014/9/29,189.639999,100.110001,321.820007,197.539993
2014/9/30,189.830002,100.75,322.440002,197.020004
2014/10/1,187.169998,99.18,317.459991,194.350006
2014/10/2,186.910004,99.900002,318.410004,194.380005
2014/10/3,188.669998,99.620003,322.73999,196.520004
2014/10/6,189.039993,99.620003,322.200012,196.289993
2014/10/7,185.710007,98.75,316.980011,193.259995
2014/10/8,189.360001,100.800003,322.700012,196.639999
2014/10/9,186.419998,101.019997,315.369995,192.740005
2014/10/10,185.929993,100.730003,311.390015,190.539993
2014/10/13,183.520004,99.809998,306.450012,187.410004
2014/10/14,183.800003,98.75,308.309998,187.699997
2014/10/15,181.75,97.540001,305.970001,186.429993
2014/10/16,179.839996,96.260002,302.859985,186.270004
2014/10/17,182.050003,97.669998,303.640015,188.470001
2014/10/20,169.100006,99.760002,306.209991,190.300003
2014/10/21,163.229996,102.470001,315.329987,194.070007
2014/10/22,161.789993,102.989998,312.970001,192.690002
2014/10/23,162.179993,104.830002,313.179993,194.929993
2014/10/24,162.080002,105.220001,287.059998,196.429993
2014/10/27,161.869995,105.110001,289.970001,196.160004
2014/10/28,163.600006,106.739998,295.589996,198.410004
2014/10/29,163.460007,107.339996,294.119995,198.110001
2014/10/30,164.350006,106.980003,299.070007,199.380005
2014/10/31,164.399994,108,305.459991,201.660004
2014/11/3,164.360001,109.400002,305.720001,201.770004
2014/11/4,162.649994,108.599998,302.809998,201.070007
2014/11/5,161.820007,108.860001,296.519989,202.339996
2014/11/6,161.460007,108.699997,296.640015,203.149994
2014/11/7,162.070007,109.010002,299.859985,203.339996
2014/11/10,163.490005,108.830002,305.109985,203.979996
2014/11/11,163.300003,109.699997,312.01001,204.179993
2014/11/12,161.919998,111.25,311.51001,203.960007
2014/11/13,162.789993,112.82,316.480011,204.190002
2014/11/14,164.160004,114.18,327.820007,204.240005
2014/11/17,164.160004,113.989998,323.049988,204.369995
2014/11/18,161.889999,115.470001,324.929993,205.550003
2014/11/19,161.429993,114.669998,326.540009,205.220001
2014/11/20,160.639999,116.309998,330.540009,205.580002
2014/11/21,160.919998,116.470001,332.630005,206.679993
2014/11/24,162.149994,118.629997,335.640015,207.259995
2014/11/25,161.759995,117.599998,335.040009,207.110001
2014/11/26,161.949997,119,333.570007,207.639999
2014/11/28,162.169998,118.93,338.640015,207.199997
2014/12/1,161.539993,115.07,326,205.759995
2014/12/2,162.669998,114.629997,326.309998,207.089996
2014/12/3,164.520004,115.93,316.5,207.889999
2014/12/4,164.050003,115.489998,316.929993,207.660004
2014/12/5,163.270004,115,312.630005,208
2014/12/8,161.860001,112.400002,306.640015,206.610001
2014/12/9,162.990005,114.120003,312.5,206.470001
2014/12/10,160.509995,111.949997,305.839996,203.160004
2014/12/11,161.070007,111.620003,307.359985,204.190002
2014/12/12,155.380005,109.730003,307.320007,200.889999
2014/12/15,153.059998,108.230003,306.070007,199.509995
2014/12/16,151.410004,106.75,295.059998,197.910004
2014/12/17,151.929993,109.410004,298.880005,201.789993
2014/12/18,157.679993,112.650002,297.730011,206.779999
2014/12/19,158.509995,111.779999,299.899994,206.520004
2014/12/22,161.440002,112.940002,306.540009,207.470001
2014/12/23,162.240005,112.540001,306.290009,207.75
2014/12/24,161.820007,112.010002,303.029999,207.770004
2014/12/26,162.339996,113.989998,309.089996,208.440002
2014/12/29,160.509995,113.910004,312.040009,208.720001
2014/12/30,160.050003,112.519997,310.299988,207.600006
2014/12/31,160.440002,110.379997,310.350006,205.539993
2015/1/2,162.059998,109.330002,308.519989,205.429993
2015/1/5,159.509995,106.25,302.190002,201.720001
2015/1/6,156.070007,106.260002,295.290009,199.820007
2015/1/7,155.050003,107.75,298.420013,202.309998
2015/1/8,158.419998,111.889999,300.459991,205.899994
2015/1/9,159.110001,112.010002,296.929993,204.25
2015/1/12,156.440002,109.25,291.410004,202.649994
2015/1/13,156.809998,110.220001,294.73999,202.080002
2015/1/14,155.800003,109.800003,293.269989,200.860001
2015/1/15,154.570007,106.82,286.950012,199.020004
2015/1/16,157.139999,105.989998,290.73999,201.630005
2015/1/20,156.949997,108.720001,289.440002,202.059998
2015/1/21,152.089996,109.550003,297.25,203.080002
2015/1/22,155.389999,112.400002,310.320007,206.100006
2015/1/23,155.869995,112.980003,312.390015,204.970001
2015/1/26,156.360001,113.099998,309.660004,205.449997
2015/1/27,153.669998,109.139999,306.75,202.740005
2015/1/28,151.550003,115.309998,303.910004,200.139999
2015/1/29,155.479996,118.900002,311.779999,201.990005
2015/1/30,153.309998,117.160004,354.529999,199.449997
2015/2/2,154.660004,118.629997,364.470001,201.919998
2015/2/3,158.470001,118.650002,363.549988,204.839996
2015/2/4,156.960007,119.559998,364.75,204.059998
2015/2/5,157.910004,119.940002,373.890015,206.119995
2015/2/6,156.720001,118.93,374.279999,205.550003
2015/2/9,155.75,119.720001,370.559998,204.630005
2015/2/10,158.559998,122.019997,373,206.809998
2015/2/11,158.199997,124.879997,375.140015,206.929993
2015/2/12,158.520004,126.459999,377.170013,208.919998
2015/2/13,160.399994,127.080002,381.829987,209.779999
2015/2/17,160.960007,127.830002,375.429993,210.110001
2015/2/18,162.190002,128.720001,373.369995,210.130005
2015/2/19,163.889999,128.449997,379,209.979996
2015/2/20,163.649994,129.5,383.660004,211.240005
2015/2/23,162.910004,133,380.140015,211.210007
2015/2/24,164.830002,132.169998,378.589996,211.809998
2015/2/25,162.809998,128.789993,385.369995,211.630005
2015/2/26,160.869995,130.419998,384.799988,211.380005
2015/2/27,161.940002,128.460007,380.160004,210.660004
2015/3/2,160.479996,129.089996,385.660004,211.990005
2015/3/3,161.029999,129.360001,384.609985,211.119995
2015/3/4,159.419998,128.539993,382.720001,210.229996
2015/3/5,161.179993,126.410004,387.829987,210.460007
2015/3/6,158.5,126.599998,380.089996,207.5
2015/3/9,160.770004,127.139999,378.559998,208.360001
2015/3/10,157.809998,124.510002,369.51001,204.979996
2015/3/11,156.800003,122.239998,366.369995,204.5
2015/3/12,157.979996,124.449997,374.23999,207.100006
2015/3/13,154.279999,123.589996,370.579987,205.830002
2015/3/16,157.080002,124.949997,373.350006,208.580002
2015/3/17,156.960007,127.040001,371.920013,207.960007
2015/3/18,159.809998,128.470001,375.140015,210.460007
2015/3/19,159.809998,127.5,373.23999,209.5
2015/3/20,162.880005,125.900002,378.48999,210.410004
2015/3/23,164.630005,127.209999,375.109985,210
2015/3/24,163,126.690002,374.089996,208.820007
2015/3/25,159.199997,123.379997,370.959991,205.759995
2015/3/26,160.589996,124.239998,367.350006,205.270004
2015/3/27,160.399994,123.25,370.559998,205.740005
2015/3/30,162.669998,126.370003,374.589996,208.25
2015/3/31,160.5,124.43,372.100006,206.429993
2015/4/1,159.179993,124.25,370.26001,205.699997
2015/4/2,160.449997,125.32,372.25,206.440002
2015/4/6,162.039993,127.349998,377.040009,207.830002
2015/4/7,162.070007,126.010002,374.410004,207.279999
2015/4/8,161.850006,125.599998,381.200012,207.979996
2015/4/9,162.339996,126.559998,383.540009,208.899994
2015/4/10,162.860001,127.099998,382.649994,210.039993
2015/4/13,162.380005,126.849998,382.359985,209.089996
2015/4/14,162.300003,126.300003,385.109985,209.490005
2015/4/15,164.130005,126.779999,383.450012,210.429993
2015/4/16,163.130005,126.169998,386.040009,210.369995
2015/4/17,160.669998,124.75,375.559998,207.949997
2015/4/20,166.160004,127.599998,389.51001,209.850006
2015/4/21,164.259995,126.910004,391.179993,209.600006
2015/4/22,165.360001,128.619995,389.799988,210.630005
2015/4/23,170.240005,129.669998,389.98999,211.160004
2015/4/24,169.779999,130.279999,445.100006,211.649994
2015/4/27,170.729996,132.649994,438.559998,210.770004
2015/4/28,173.919998,130.559998,429.309998,211.440002
2015/4/29,174.399994,128.639999,429.369995,210.570007
2015/4/30,171.289993,125.150002,421.779999,208.460007
2015/5/1,173.669998,128.949997,422.869995,210.720001
2015/5/4,173.970001,128.699997,423.040009,211.320007
2015/5/5,173.080002,125.800003,421.190002,208.899994
2015/5/6,170.050003,125.010002,419.100006,208.039993
2015/5/7,170.990005,125.260002,426.880005,208.869995
2015/5/8,172.679993,127.620003,433.690002,211.619995
2015/5/11,171.119995,126.32,432.850006,210.610001
2015/5/12,170.550003,125.870003,431.019989,209.979996
2015/5/13,172.279999,126.010002,426.869995,210.020004
2015/5/14,174.050003,128.949997,432.279999,212.210007
2015/5/15,173.259995,128.770004,426,212.440002
2015/5/18,173.059998,130.190002,425.23999,213.100006
2015/5/19,173.479996,130.070007,421.709991,213.029999
2015/5/20,173.759995,130.059998,423.859985,212.880005
2015/5/21,173.339996,131.389999,431.630005,213.5
2015/5/22,172.220001,132.539993,427.630005,212.990005
2015/5/26,170.130005,129.619995,425.470001,210.699997
2015/5/27,172,132.039993,431.420013,212.699997
2015/5/28,171.710007,131.779999,426.570007,212.460007
2015/5/29,169.649994,130.279999,429.230011,211.139999
2015/6/1,170.179993,130.539993,430.920013,211.570007
2015/6/2,169.649994,129.960007,430.98999,211.360001
2015/6/3,169.919998,130.119995,436.589996,211.919998
2015/6/4,168.380005,129.360001,430.779999,210.130005
2015/6/5,167.399994,128.649994,426.950012,209.770004
2015/6/8,165.339996,127.800003,423.5,208.419998
2015/6/9,165.679993,127.419998,425.480011,208.449997
2015/6/10,168.919998,128.880005,430.769989,210.960007
2015/6/11,168.779999,128.589996,432.970001,211.649994
2015/6/12,166.990005,127.169998,429.920013,209.929993
2015/6/15,166.259995,126.919998,423.670013,209.100006
2015/6/16,166.839996,127.599998,427.26001,210.25
2015/6/17,167.169998,127.300003,427.809998,210.589996
2015/6/18,168.25,127.879997,439.390015,212.710007
2015/6/19,166.990005,126.599998,434.920013,210.809998
2015/6/22,167.729996,127.610001,436.290009,211.889999
2015/6/23,168.619995,127.029999,445.98999,212.050003
2015/6/24,166.970001,128.110001,440.839996,210.509995
2015/6/25,166.080002,127.5,440.100006,209.830002
2015/6/26,165.460007,126.75,438.100006,209.899994
2015/6/29,162.970001,124.529999,429.859985,205.470001
2015/6/30,162.660004,125.43,434.089996,205.889999
2015/7/1,164.490005,126.599998,437.390015,207.570007
2015/7/2,165.089996,126.440002,437.709991,207.320007
2015/7/6,164.729996,126,436.040009,206.669998
2015/7/7,165,125.690002,436.720001,208.009995
2015/7/8,163.160004,122.57,429.700012,204.529999
2015/7/9,163.850006,120.07,434.390015,204.800003
2015/7/10,166.949997,123.279999,443.51001,207.479996
2015/7/13,169.380005,125.660004,455.570007,209.759995
2015/7/14,168.610001,125.610001,465.570007,210.720001
2015/7/15,168.529999,126.82,461.190002,210.630005
2015/7/16,171,128.509995,475.480011,212.270004
2015/7/17,172.509995,129.619995,483.01001,212.470001
2015/7/20,173.220001,132.070007,488.100006,212.619995
2015/7/21,163.070007,130.75,488,211.759995
2015/7/22,160.350006,125.220001,488.269989,211.289993
2015/7/23,161.729996,125.160004,482.179993,210.139999
2015/7/24,159.75,124.5,529.419983,207.940002
2015/7/27,159.070007,122.769997,531.409973,206.740005
2015/7/28,160.050003,123.379997,526.030029,209.309998
2015/7/29,161.089996,122.989998,529,210.770004
2015/7/30,160.960007,122.370003,536.76001,210.820007
2015/7/31,161.990005,121.300003,536.150024,210.449997
2015/8/3,158.710007,118.440002,535.030029,209.729996
2015/8/4,157.600006,114.639999,531.900024,209.320007
2015/8/5,157.899994,115.400002,537.01001,210.100006
2015/8/6,156.320007,115.129997,529.460022,208.350006
2015/8/7,155.119995,115.519997,522.619995,207.919998
2015/8/10,156.75,119.720001,524,210.630005
2015/8/11,155.509995,113.489998,527.460022,208.660004
2015/8/12,156.160004,115.239998,525.909973,208.919998
2015/8/13,155.070007,115.150002,529.659973,208.699997
2015/8/14,155.75,115.959999,531.52002,209.360001
2015/8/17,156.309998,117.160004,535.219971,210.559998
2015/8/18,156.009995,116.5,535.02002,209.929993
2015/8/19,153.940002,115.010002,532.919983,208.279999
2015/8/20,152.660004,112.650002,515.780029,204.009995
2015/8/21,148.850006,105.760002,494.470001,197.630005
2015/8/24,143.470001,103.120003,463.369995,189.550003
2015/8/25,140.960007,103.739998,466.369995,187.229996
2015/8/26,146.699997,109.690002,500.769989,194.679993
2015/8/27,148.539993,112.919998,518.369995,199.160004
2015/8/28,147.979996,113.290001,518.01001,199.240005
2015/8/31,147.889999,112.760002,512.890015,197.539993
2015/9/1,142.679993,107.720001,496.540009,191.770004
2015/9/2,145.050003,112.339996,510.549988,195.410004
2015/9/3,146.779999,110.370003,504.720001,195.649994
2015/9/4,143.699997,109.269997,499,192.589996
2015/9/8,147.229996,112.309998,517.539978,197.460007
2015/9/9,145.050003,110.150002,516.890015,194.759995
2015/9/10,146.199997,112.57,522.23999,195.850006
2015/9/11,147.369995,114.209999,529.440002,196.740005
2015/9/14,145.649994,115.309998,521.380005,195.979996
2015/9/15,147.529999,116.279999,522.369995,198.449997
2015/9/16,148.410004,116.410004,527.390015,200.139999
2015/9/17,148.139999,113.919998,538.869995,199.699997
2015/9/18,144.509995,113.449997,540.26001,195.360001
2015/9/21,146.479996,115.209999,548.390015,196.440002
2015/9/22,144.429993,113.400002,538.400024,193.899994
2015/9/23,143.660004,114.32,536.070007,193.600006
2015/9/24,144.410004,115,533.75,192.929993
2015/9/25,145.419998,114.709999,524.25,192.869995
2015/9/28,142.520004,112.440002,504.059998,187.910004
2015/9/29,142.470001,109.059998,496.070007,188.080002
2015/9/30,144.970001,110.300003,511.890015,191.589996
2015/10/1,143.589996,109.580002,520.719971,192.130005
2015/10/2,144.580002,110.379997,532.539978,195
2015/10/5,149.039993,110.779999,543.679993,198.470001
2015/10/6,148.779999,111.309998,537.47998,197.789993
2015/10/7,150.089996,110.779999,541.940002,199.410004
2015/10/8,152.279999,109.5,533.159973,201.210007
2015/10/9,152.389999,112.120003,539.799988,201.330002
2015/10/12,151.139999,111.599998,550.190002,201.520004
2015/10/13,149.619995,111.790001,548.900024,200.25
2015/10/14,150.009995,110.209999,544.830017,199.289993
2015/10/15,150.089996,111.860001,562.440002,202.350006
2015/10/16,150.389999,111.040001,570.76001,203.270004
2015/10/19,149.220001,111.730003,573.150024,203.369995
2015/10/20,140.639999,113.769997,560.880005,203.110001
2015/10/21,140.919998,113.760002,555.77002,201.850006
2015/10/22,144.089996,115.5,563.909973,205.210007
2015/10/23,144.679993,119.080002,599.030029,207.520004
2015/10/26,143.660004,115.279999,608.609985,206.990005
2015/10/27,137.860001,114.550003,611.01001,206.570007
2015/10/28,140.830002,119.269997,617.099976,208.940002
2015/10/29,140.550003,120.529999,626.549988,208.889999
2015/10/30,140.080002,119.5,625.900024,207.929993
2015/11/2,140.369995,121.18,628.349976,210.389999
2015/11/3,141.880005,122.57,625.309998,211
2015/11/4,141.630005,122,640.950012,210.380005
2015/11/5,139.889999,120.919998,655.650024,210.149994
2015/11/6,138.25,121.059998,659.369995,210.039993
2015/11/9,135.309998,120.57,655.48999,208.080002
2015/11/10,135.470001,116.769997,659.679993,208.559998
2015/11/11,135.020004,116.110001,673.25,207.740005
2015/11/12,133.039993,115.720001,665.599976,204.839996
2015/11/13,131.75,112.339996,642.349976,202.539993
2015/11/16,133.710007,114.18,647.809998,205.619995
2015/11/17,133.820007,113.690002,643.299988,205.470001
2015/11/18,135.820007,117.290001,663.539978,208.729996
2015/11/19,136.740005,118.779999,661.27002,208.550003
2015/11/20,138.5,119.300003,668.450012,209.309998
2015/11/23,138.460007,117.75,678.98999,209.070007
2015/11/24,138.600006,118.879997,671.150024,209.350006
2015/11/25,138,118.029999,675.340027,209.320007
2015/11/27,138.460007,117.809998,673.26001,209.559998
2015/11/30,139.419998,118.300003,664.799988,208.690002
2015/12/1,141.279999,117.339996,679.059998,210.679993
2015/12/2,139.699997,116.279999,676.01001,208.529999
2015/12/3,138.919998,115.199997,666.25,205.610001
2015/12/4,140.429993,119.029999,672.640015,209.619995
2015/12/7,139.550003,118.279999,669.830017,208.350006
2015/12/8,138.050003,118.230003,677.330017,206.949997
2015/12/9,136.610001,115.620003,664.789978,205.339996
2015/12/10,136.779999,116.169998,662.320007,205.869995
2015/12/11,134.570007,113.18,640.150024,201.880005
2015/12/14,135.929993,112.480003,657.909973,202.899994
2015/12/15,137.789993,110.489998,658.640015,205.029999
2015/12/16,139.289993,111.339996,675.77002,208.029999
2015/12/17,136.75,108.980003,670.650024,204.860001
2015/12/18,134.899994,106.029999,664.140015,200.020004
2015/12/21,135.5,107.330002,664.51001,201.669998
2015/12/22,137.929993,107.230003,663.150024,203.5
2015/12/23,138.539993,108.610001,663.700012,206.020004
2015/12/24,138.25,108.029999,662.789978,205.679993
2015/12/28,137.610001,106.82,675.200012,205.210007
2015/12/29,139.779999,108.739998,693.969971,207.399994
2015/12/30,139.339996,107.32,689.070007,205.929993
2015/12/31,137.619995,105.260002,675.890015,203.869995
2016/1/4,135.949997,105.349998,636.98999,201.020004
2016/1/5,135.850006,102.709999,633.789978,201.360001
2016/1/6,135.169998,100.699997,632.650024,198.820007
2016/1/7,132.860001,96.449997,607.940002,194.050003
2016/1/8,131.630005,96.959999,607.049988,191.919998
2016/1/11,133.229996,98.529999,617.73999,192.110001
2016/1/12,132.899994,99.959999,617.890015,193.660004
2016/1/13,131.169998,97.389999,581.809998,188.830002
2016/1/14,132.910004,99.519997,593,191.929993
2016/1/15,130.029999,97.129997,570.179993,187.809998
2016/1/19,128.110001,96.660004,574.47998,188.059998
2016/1/20,121.860001,96.790001,571.77002,185.649994
2016/1/21,122.910004,96.300003,575.02002,186.690002
2016/1/22,122.5,101.419998,596.380005,190.520004
2016/1/25,122.080002,99.440002,596.530029,187.639999
2016/1/26,122.589996,99.989998,601.25,190.199997
2016/1/27,120.959999,93.419998,583.349976,188.130005
2016/1/28,122.220001,94.089996,635.349976,189.110001
2016/1/29,124.790001,97.339996,587,193.720001
2016/2/1,124.830002,96.43,574.809998,193.649994
2016/2/2,122.940002,94.480003,552.099976,190.160004
2016/2/3,124.720001,96.349998,531.070007,191.300003
2016/2/4,127.650002,96.599998,536.26001,191.600006
2016/2/5,128.570007,94.019997,502.130005,187.949997
2016/2/8,126.980003,95.010002,488.100006,185.419998
2016/2/9,124.07,94.989998,482.070007,185.429993
2016/2/10,120.190002,94.269997,490.480011,185.270004
2016/2/11,117.849998,93.699997,503.820007,182.860001
2016/2/12,121.040001,93.989998,507.079987,186.630005
2016/2/16,122.739998,96.639999,521.099976,189.779999
2016/2/17,126.099998,98.120003,534.099976,192.880005
2016/2/18,132.449997,96.260002,525,192.089996
2016/2/19,133.080002,96.040001,534.900024,192
2016/2/22,133.770004,96.879997,559.5,194.779999
2016/2/23,132.399994,94.690002,552.940002,192.320007
2016/2/24,132.800003,96.099998,554.039978,193.199997
2016/2/25,134.5,96.760002,555.150024,195.539993
2016/2/26,132.029999,96.910004,555.22998,195.089996
2016/2/29,131.029999,96.690002,552.52002,193.559998
2016/3/1,134.369995,100.529999,579.039978,198.110001
2016/3/2,136.300003,100.75,580.210022,199
2016/3/3,137.800003,101.5,577.48999,199.779999
2016/3/4,137.800003,103.010002,575.140015,200.429993
2016/3/7,140.149994,101.870003,562.799988,200.589996
2016/3/8,139.070007,101.029999,560.26001,198.399994
2016/3/9,140.410004,101.120003,559.469971,199.380005
2016/3/10,140.190002,101.169998,558.929993,199.539993
2016/3/11,142.360001,102.260002,569.609985,202.759995
2016/3/14,142.779999,102.519997,573.369995,202.5
2016/3/15,142.960007,104.580002,577.02002,202.169998
2016/3/16,144.789993,105.970001,574.27002,203.339996
2016/3/17,147.039993,105.800003,559.440002,204.630005
2016/3/18,147.089996,105.919998,552.080017,204.380005
2016/3/21,148.630005,105.910004,553.97998,204.669998
2016/3/22,148.100006,106.720001,560.47998,204.559998
2016/3/23,145.399994,106.129997,569.630005,203.210007
2016/3/24,147.949997,105.669998,582.950012,203.119995
2016/3/28,148.399994,105.190002,579.869995,203.240005
2016/3/29,149.330002,107.68,593.859985,205.119995
2016/3/30,148.410004,109.559998,598.690002,206.020004
2016/3/31,151.449997,108.989998,593.640015,205.520004
2016/4/1,152.520004,109.989998,598.5,206.919998
2016/4/4,152.070007,111.120003,593.190002,206.25
2016/4/5,150,109.809998,586.140015,204.190002
2016/4/6,150.020004,110.959999,602.080017,206.419998
2016/4/7,148.25,108.540001,591.429993,203.949997
2016/4/8,149.350006,108.660004,594.599976,204.5
2016/4/11,149.25,109.019997,595.929993,204.020004
2016/4/12,149.630005,110.440002,603.169983,205.919998
2016/4/13,151.229996,112.040001,614.820007,208
2016/4/14,151.160004,112.099998,620.75,208.009995
2016/4/15,151.720001,109.849998,625.890015,207.779999
2016/4/18,152.529999,107.480003,635.349976,209.240005
2016/4/19,144,106.910004,627.900024,209.899994
2016/4/20,146.110001,107.129997,632.98999,210.100006
2016/4/21,149.300003,105.970001,631,208.970001
2016/4/22,148.5,105.68,620.5,208.970001
2016/4/25,148.809998,105.080002,626.200012,208.610001
2016/4/26,149.080002,104.349998,616.880005,208.919998
2016/4/27,150.470001,97.82,606.570007,209.350006
2016/4/28,147.070007,94.830002,602,207.449997
2016/4/29,145.940002,93.739998,659.590027,206.330002
2016/5/2,145.270004,93.639999,683.849976,207.970001
2016/5/3,144.130005,95.18,671.320007,206.160004
2016/5/4,144.25,94.190002,670.900024,205.009995
2016/5/5,146.470001,93.239998,659.090027,204.970001
2016/5/6,147.289993,92.720001,673.950012,205.720001
2016/5/9,147.339996,92.790001,679.75,205.889999
2016/5/10,149.970001,93.419998,703.070007,208.449997
2016/5/11,148.949997,92.510002,713.22998,206.5
2016/5/12,148.839996,90.339996,717.929993,206.559998
2016/5/13,147.720001,90.519997,709.919983,204.759995
2016/5/16,149.460007,93.879997,710.659973,206.779999
2016/5/17,148,93.489998,695.27002,204.850006
2016/5/18,147.339996,94.559998,697.450012,204.910004
